Latitude,Longitude,Sample,SiO2,Al2O3,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,LOI,V,Cr,Co,Ni,Cu,Pb,Zn,Rb,Sr,Cs,Y,Zr,Nb,Ba,Hf,Ta,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,SOM_Cluster,Plumbing_System,Geochemical_Group,Province,LaYb,Xwmerckm,Ywmerckm,LaYb10plus,LaYb10minus,HT,LT,X,S1,S2,S3,S4
-6.1409,-39.5861,DCE23,52.8,12.9,14,0.19,3.78,6.75,3.28,1.94,3.05,0.75,0.7,264,,35.1,17.3,54.2,2.4,105,45.9,523.3,0.7,-680.346773915258,342.3,28.3,737,8.8,1.9,5,1,48.5,103.7,13.31,57,11.81,3.57,11.79,1.67,9.23,1.7,4.67,0.6,3.74,0.55,SA1,NE-RCM dike swarm,HT,Equatorial,12.9679144385027,,,12.9679144385027,,3.05,,-4406.70449449161,,,,
-6.1583,-39.6125,DCE24,51.8,12.8,13.9,0.2,3.96,7.77,2.91,1.57,3.12,0.72,0.97,286,,33.5,13.5,55.6,1.8,83,51.2,785.3,7.5,-682.282050533642,317.2,27.5,649,8,1.6,4.5,1.1,44.8,94.6,12.41,52.2,11.06,3.35,10.89,1.55,8.3,1.61,4.39,0.56,3.47,0.47,SA1,NE-RCM dike swarm,HT,Equatorial,12.9106628242075,,,12.9106628242075,,3.12,,-4409.64332904855,,,,
-6.1693,-39.6414,DCE25,52.5,13.2,13.8,0.19,3.73,7.13,3.24,1.87,3.03,0.74,0.41,276,,34.8,16,60.4,3.2,101,39.7,577.2,0.3,-683.505534407812,330.2,27.9,676,8.5,1.6,4.9,1.1,45.3,99.7,12.9,55.4,11.36,3.47,11.12,1.65,8.86,1.62,4.28,0.56,3.57,0.52,SA1,NE-RCM dike swarm,HT,Equatorial,12.6890756302521,,,12.6890756302521,,3.03,,-4412.86046233248,,,,
-6.184,-39.6649,DCE26,52.7,13,13.7,0.19,3.81,7.34,2.93,2.02,3.06,0.74,0.71,237,,30.3,13.7,52.7,2.1,88,42.2,558.3,0.4,-685.140593937027,326.5,26.9,597,7.9,1.6,4.1,0.9,42.1,96.6,12.77,55.3,11.87,3.54,10.68,1.55,8.49,1.63,4.32,0.55,3.48,0.48,SA1,NE-RCM dike swarm,HT,Equatorial,12.0977011494253,,,12.0977011494253,,3.06,,-4415.47647036612,,,,
-6.2064,-39.6874,DCE27,51.8,12.7,14.8,0.19,3.97,7.3,3.01,1.98,3.16,0.71,0.58,271,,37.8,69.7,372.9,2.4,100,40.8,522.1,0.6,-687.632201817482,317.9,25.5,582,7.6,1.7,4.2,0.9,41.1,91.8,12.38,53.2,11.24,3.39,10.29,1.51,8.39,1.55,4.4,0.54,3.37,0.49,SA1,NE-RCM dike swarm,HT,Equatorial,12.1958456973294,,,12.1958456973294,,3.16,,-4417.98115890897,,,,
-6.2376,-39.7241,DCE28,52.5,13.2,13.8,0.18,3.75,7.18,2.91,2.17,3.06,0.76,0.68,271,,32.7,15.6,62.6,3.2,104,52.1,553.7,0.7,-691.10283460724,325.9,27.8,626,8.4,1.7,4.8,1,46.7,100.6,12.79,55.5,11.7,3.5,11.18,1.56,8.49,1.62,4.38,0.6,3.55,0.52,SA1,NE-RCM dike swarm,HT,Equatorial,13.1549295774648,,,13.1549295774648,,3.06,,-4422.06658422108,,,,
-6.1496,-39.5395,DCE29A,53.9,13.5,12.6,0.16,3.37,6.67,3.23,2.24,2.7,0.72,0.98,211,,27.7,12.6,50.6,1.9,95,52.1,544,0.6,-681.314404204221,358.7,28.1,714,8.9,1.9,4.8,0.9,45.8,101.3,13.66,56.8,12.64,3.69,11.18,1.62,9.08,1.73,4.52,0.58,3.74,0.53,SA2,NE-RCM dike swarm,HT,Equatorial,12.2459893048128,,,12.2459893048128,,2.7,,-4401.51700622064,,,,
-6.0878,-39.523,DCE31,53.1,13.2,13.7,0.18,3.83,6.7,3.42,2.31,3.1,0.74,0.64,257,,37.4,37.8,66,2,85,57,553.4,0.6,-674.441238863664,326,27.2,698,8.3,1.7,4.3,1,44.7,95.4,13.24,57.4,12.29,3.73,11.66,1.68,9.74,1.87,4.92,0.63,3.96,0.56,SA2,NE-RCM dike swarm,HT,Equatorial,11.2878787878788,,,11.2878787878788,,3.1,,-4399.68023462255,,,,
-6.5741,-39.8311,DCE32A,53.6,16.1,10.4,0.15,2.82,7.11,3.88,1.93,2.36,0.61,1.13,192,,21.6,9.5,52.3,4,51,42.6,835.7,0.6,-728.548022639479,286.8,24.2,625,7.1,1.5,4.2,0.8,40.4,89.6,11.75,51.6,10.04,3.32,9.47,1.37,7.45,1.36,3.84,0.5,3.11,0.43,SA1,NE-RCM dike swarm,HT,Equatorial,12.9903536977492,,,12.9903536977492,,2.36,,-4433.97776973596,,,,
-6.780743,-39.965352,DCE35,53.9,16.5,10.5,0.13,2.22,7.26,3.49,2.05,1.98,0.54,0.5,145,,20.8,6.3,93.6,2.3,78,49,646.7,1.1,-751.555574592184,321.6,22.9,573,7.9,1.3,5.1,1.1,40.6,88.9,12.11,50.7,10.74,3.34,9.48,1.4,7.81,1.5,3.95,0.52,3.32,0.42,SA1,NE-RCM dike swarm,HT,Equatorial,12.2289156626506,,,12.2289156626506,,,1.98,-4448.92263401394,,,,
-6.9453,-40.1231,DCE36.1,51.5,12.8,14.8,0.18,3.55,6.96,3.04,2.11,3.36,0.54,0.66,349,,37.4,23.1,191.9,3.3,84,50.1,522.6,0.6,-769.884423974008,325.1,26.6,602,8.1,1.6,4.5,0.9,41.5,87.6,11.76,50.7,10.74,3.3,10.53,1.62,8.67,1.69,4.49,0.6,3.61,0.55,SA1,NE-RCM dike swarm,HT,Equatorial,11.4958448753463,,,11.4958448753463,,3.36,,-4466.48306104759,,,,
-6.9453,-40.1231,DCE36.2,51.2,13.1,14.5,0.17,3.75,7.15,2.88,1.89,3.42,0.54,0.8,352,,38.6,27.3,185.5,2.5,95,46.5,544.1,0.5,-769.884423974008,302.1,25.2,609,7.9,1.5,4.3,0.9,40.5,85,11.13,48,10.43,3.2,10.16,1.54,8.58,1.63,4.58,0.6,3.66,0.53,SA1,NE-RCM dike swarm,HT,Equatorial,11.0655737704918,,,11.0655737704918,,3.42,,-4466.48306104759,,,,
-6.8933,-40.0769,DCE37,51.7,12.5,15.3,0.19,3.91,6.81,3.03,1.98,3.54,0.51,0.69,378,,37.7,23.5,219.2,4.4,100,48.1,463.7,0.7,-764.091814094101,320.1,25,611,8.3,1.6,4.2,1.1,41.2,87.6,11.3,48.1,10.54,3.12,10.29,1.51,8.25,1.63,4.39,0.58,3.63,0.51,SA1,NE-RCM dike swarm,HT,Equatorial,11.3498622589532,,,11.3498622589532,,3.54,,-4461.34010057295,,,,
-6.803,-40.0083,DCE38,54.3,16.3,10.6,0.14,2.2,7.27,3.35,1.96,2.07,0.52,0.91,155,,22.2,6.9,105.7,2.4,85,45.5,666.2,0.5,-754.03425133156,328,24.2,649,8.4,1.4,4.8,1.1,43.2,92.2,11.83,50.1,10.76,3.39,10.04,1.45,8.15,1.54,4.04,0.56,3.28,0.49,SA1,NE-RCM dike swarm,HT,Equatorial,13.1707317073171,,,13.1707317073171,,2.07,,-4453.70358350453,,,,
-6.5791,-40.1761,DCE39,52.2,13.1,13.9,0.21,3.84,6.69,3.25,2.15,3.04,0.7,0.31,263,,38.4,25.5,62.1,2,85,45.1,530.4,0.5,-729.104605094323,328.7,27.9,700,8.2,1.7,4.6,1.2,48.5,102.6,13.14,57.4,12.13,3.68,11.95,1.71,9.81,1.86,5.09,0.66,3.89,0.6,SA2,NE-RCM dike swarm,HT,Equatorial,12.4678663239075,,,12.4678663239075,,3.04,,-4472.38299405964,,,,
-6.4948,-40.1189,DCE40,52.4,13.7,13.5,0.18,3.77,6.95,3.35,1.93,3.16,0.7,0.56,258,,31.6,16,66.2,2.3,76,36.5,562.9,0.4,-719.721380271526,309.6,25.8,696,7.6,1.6,4.1,0.9,39.1,84.2,11.81,51,10.81,3.34,10.1,1.48,7.87,1.56,3.96,0.53,3.43,0.47,SA1,NE-RCM dike swarm,HT,Equatorial,11.399416909621,,,11.399416909621,,3.16,,-4466.01551918626,,,,
-6.532946,-40.128421,DCE43,51.8,12.7,14.2,0.2,4.1,7.84,2.76,1.79,3.17,0.7,0.81,302,,34.4,17.2,83.8,1.3,95,33.4,754.8,2.3,-723.96711881972,319,26.9,617,8.2,1.6,4.5,1.1,43.5,96.6,12.41,52.5,10.9,3.43,10.83,1.59,8.43,1.6,4.1,0.56,3.43,0.51,SA1,NE-RCM dike swarm,HT,Equatorial,12.6822157434402,,,12.6822157434402,,3.17,,-4467.07539205811,,,,
-5.6218,-38.43924,DCE49,49.6,12.8,14.8,0.18,4.5,7.13,3.17,1.78,3.5,0.53,1.4,,,,,,,,,,,-622.639672077871,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,3.5,,-4279.03662328043,,,,
-5.63043,-38.75224,DCE50,52.8,13.3,13.2,0.19,3.63,6.6,3.04,2.25,2.75,0.74,0.79,,,,,,,,,,,-623.598608852609,,,,,,,,,,,,,,,,,,,,,,SA2,NE-RCM dike swarm,HT,Equatorial,,,,,,2.75,,-4313.87962389873,,,,
-5.63286,-38.76851,DCE51,52.2,12.8,13.7,0.17,3.79,7.29,2.76,2.02,2.95,0.74,0.89,,,,,,,,,,,-623.868624938489,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,2.95,,-4315.69079201393,,,,
-4.36834,-39.22601,DCE52,51.9,12.6,14.1,0.2,4.05,7.43,2.66,1.99,3.01,0.73,0.72,,,,,,,,,,,-483.500940419803,,,,,,,,,,,,,,,,,,,,,,SA1,Canindé dike swarm,HT,Equatorial,,,,,,3.01,,-4366.61945905186,,,,
-4.36367,-39.2523,DCE63,52.1,12.7,14.1,0.2,3.9,7.18,2.77,2.1,3,0.72,0.79,,,,,,,,54,483,,-482.983035606935,,,,,,,,,,,,,,,,,,,,,,SA1,Canindé dike swarm,HT,Equatorial,,,,,,3,,-4369.54604846481,,,,
-4.39664,-39.14412,DCE64,51.7,12.6,14.1,0.2,3.98,7.1,2.87,2.18,3.06,0.73,1.59,,,,,,,,35,463,,-486.639491431277,,,,,,,,,,,,,,,,,,,,,,SA1,Canindé dike swarm,HT,Equatorial,,,,,,3.06,,-4357.5035059508,,,,
-4.38337,-39.1838,DCE65,52.6,13,13.6,0.19,3.67,7.12,2.98,1.91,2.9,0.74,1.12,,,,,,,,,,,-485.16779545335,,,,,,,,,,,,,,,,,,,,,,SA1,Canindé dike swarm,HT,Equatorial,,,,,,2.9,,-4361.92066334547,,,,
-4.55695,-39.35248,DCE66,52.2,12.7,13.7,0.2,3.8,6.74,3.02,2.21,2.9,0.77,1.23,,,,,,,,127,488,,-504.42063229441,,,,,,,,,,,,,,,,,,,,,,SA1,Canindé dike swarm,HT,Equatorial,,,,,,2.9,,-4380.69803505248,,,,
-5.28276,-39.32206,DCE67,52.2,12.7,14,0.17,3.53,7.1,2.78,1.93,2.93,0.8,1.01,,,,,,,,42,536,,-584.977853161836,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,2.93,,-4377.31169614255,,,,
-7.35583,-41.06484,DPI01,51.7,13,13.3,0.17,4.06,6.33,3.04,2.21,3.02,0.77,2.94,254,11,33,13,54.3,2.4,99,48.2,563.3,0.8,-815.639150716038,355.7,30.5,640,9.2,1.8,4.8,1.3,51.1,112.4,14.16,61.4,12.69,3.82,11.89,1.74,8.99,1.71,4.74,0.61,3.64,0.53,SA2,NE-RCM dike swarm,HT,Equatorial,14.0384615384615,,,14.0384615384615,,3.02,,-4571.31707830725,,,,
-6.818,-40.47236,DPI06,51.6,12.9,14,0.19,3.93,7.16,2.94,1.93,3.13,0.73,0.66,290,19,36.4,20,72.6,2.3,89,43.7,594.7,0.5,-755.704809435536,341.3,28.2,708,7.8,1.7,4.7,1,47.9,105.5,13.35,55.9,12.08,3.54,11.1,1.62,8.72,1.67,4.42,0.56,3.46,0.49,SA1,NE-RCM dike swarm,HT,Equatorial,13.8439306358382,,,13.8439306358382,,3.13,,-4505.36250640205,,,,
-6.8293,-40.49851,DPI07,51.8,13,13.7,0.19,3.95,6.45,3.35,2.26,3.09,0.72,0.8,259,13,33.9,14.4,61.7,2.9,84,44,506.7,0.5,-756.963331524187,330.8,27.9,652,8,1.6,4.6,0.9,47.7,103.2,12.91,55.5,11.45,3.47,10.82,1.57,8.48,1.58,4.19,0.59,3.35,0.49,SA1,NE-RCM dike swarm,HT,Equatorial,14.2388059701493,,,14.2388059701493,,3.09,,-4508.2735110863,,,,
-7.43922,-41.14224,DPI08,52,13.3,13.3,0.18,3.63,7.08,2.96,1.99,2.95,0.72,1.45,256,16,32.6,12.4,51.7,0.8,92,45.4,620.8,0.7,-824.938363722551,337.9,28.7,604,8.2,1.6,4.4,1.1,47.9,105.3,13.35,55.9,11.91,3.54,10.96,1.55,8.44,1.62,4.11,0.56,3.49,0.48,SA1,NE-RCM dike swarm,HT,Equatorial,13.7249283667622,,,13.7249283667622,,2.95,,-4579.93320689465,,,,
-7.4597,-41.15409,DPI09,52.2,13.1,13.6,0.2,4.05,6.91,2.82,2.13,3.02,0.74,0.96,257,12,33.5,12.3,57.8,2.9,98,43.6,565.7,0.8,-827.222458409175,337.7,28.4,613,8.6,1.7,4.3,1,48.3,106,13.28,57.1,12.16,3.59,10.99,1.6,8.58,1.61,4.31,0.57,3.56,0.5,SA1,NE-RCM dike swarm,HT,Equatorial,13.5674157303371,,,13.5674157303371,,3.02,,-4581.25234286055,,,,
-7.47604,-41.16069,DPI10A,52.8,13.3,12.9,0.16,3.7,5.88,3.2,2.27,2.82,0.81,1.5,203,8,30.1,10,40.8,0.8,91,49.7,532.3,0.7,-829.04490459096,369.2,30.9,611,9.2,1.8,4.9,1.1,54.6,117.7,14.73,62.6,13.39,3.74,11.85,1.67,9.48,1.72,4.67,0.61,3.84,0.51,SA2,NE-RCM dike swarm,HT,Equatorial,14.21875,,,14.21875,,2.82,,-4581.98705149979,,,,
-7.6218,-41.29282,DPI11,51.4,12.9,13.7,0.16,4.43,6.82,2.75,1.93,3.17,0.67,1.54,283,15,36.9,17.1,72.4,1,81,42.3,574.3,1,-845.305003334604,328.6,28.4,548,7.8,1.8,4.3,1,46,100,12.56,54.5,11.31,3.31,10.51,1.51,8.19,1.53,4,0.52,3.36,0.46,SA1,NE-RCM dike swarm,HT,Equatorial,13.6904761904762,,,13.6904761904762,,3.17,,-4596.6956958183,,,,
-7.532628,-41.211364,DPI12,52.5,13,13.9,0.2,3.91,7.14,2.87,2.09,3.06,0.79,1.01,248,11,33.4,11.5,62.2,1.3,101,47.7,580.5,0.6,-835.356858506473,352.1,29.7,621,8.9,1.9,5.1,1.2,50.7,110,13.97,58.9,12.65,3.67,11.74,1.67,8.88,1.72,4.5,0.6,3.72,0.53,SA1,NE-RCM dike swarm,HT,Equatorial,13.6290322580645,,,13.6290322580645,,3.06,,-4587.62805537625,,,,
-7.538093,-41.186351,DPI13,52.5,12.8,13.4,0.18,3.77,6.08,2.98,2.38,2.96,0.77,1.41,233,8,32,11.4,55.9,2.4,108,54.2,515.8,1.3,-835.966481129904,359,29.3,660,9,1.8,4.7,1.1,51,109.6,13.89,59.2,12.42,3.67,11.35,1.65,9.13,1.73,4.75,0.55,3.47,0.5,SA2,NE-RCM dike swarm,HT,Equatorial,14.6974063400576,,,14.6974063400576,,2.96,,-4584.84362095303,,,,
-7.88295,-41.58975,DPI14,52.5,12.9,13.8,0.2,4.44,5.46,2.37,3.67,3.05,0.8,1.29,230,9,32.7,10.8,59.9,3,118,84.6,624.2,1.8,-874.451408801235,347.7,29.1,672,8.7,1.7,5.2,1.2,49.5,109.1,13.82,59.8,12.26,3.57,11.59,1.64,8.87,1.68,4.48,0.57,3.65,0.51,SA2,NE-RCM dike swarm,HT,Equatorial,13.5616438356164,,,13.5616438356164,,3.05,,-4629.74979221955,,,,
-7.872321,-41.571896,DPI15,54.2,13.1,13.1,0.2,2.75,5.44,2.96,3.05,2.49,0.91,1.31,150,,24.3,1.1,24.9,2.4,104,65.7,515.8,0.9,-873.264768727987,417,34.1,773,10.9,2.2,5.9,1.4,57.8,121.5,16.13,68.3,13.94,4.12,13.06,1.91,10.17,1.94,5.06,0.69,4.05,0.57,SA2,NE-RCM dike swarm,HT,Equatorial,14.2716049382716,,,14.2716049382716,,2.49,,-4627.76229403093,,,,
-7.86351,-41.55917,DPI16,51.3,12.9,14.1,0.2,4.28,7.04,2.77,2.08,3.32,0.69,1.27,305,11,36.2,21.8,142.1,1.7,101,48.1,494.2,1,-872.28111671988,317.3,26.9,580,8.2,1.7,4.2,1,44.5,93.3,12.2,52.3,10.96,3.36,10.56,1.52,8.14,1.55,4.07,0.53,3.37,0.48,SA1,NE-RCM dike swarm,HT,Equatorial,13.2047477744807,,,13.2047477744807,,3.32,,-4626.34564219109,,,,
-7.84411,-41.54135,DPI17,51.2,12.9,14.2,0.19,4.5,6.42,2.7,2.37,3.34,0.7,1.3,314,13,34.8,19.5,83.5,3.1,144,47.9,534.5,0.7,-870.115392977187,323.9,28.3,653,8.5,1.8,4.7,1.1,44.4,96.5,12.5,54.5,11.09,3.41,10.69,1.54,8.14,1.57,4.29,0.56,3.4,0.48,SA1,NE-RCM dike swarm,HT,Equatorial,13.0588235294118,,,13.0588235294118,,3.34,,-4624.36192886516,,,,
-7.82419,-41.51933,DPI18,50.2,13.1,14.1,0.2,4.57,8.1,2.55,1.76,3.48,0.59,0.8,372,27,38.6,25.8,101.5,0.9,80,28.4,603.3,0.1,-867.89172540688,292.8,24.6,523,7.5,1.7,3.9,0.9,39,84,11.06,47.7,10.21,3.12,9.49,1.39,7.46,1.39,3.67,0.48,3.06,0.43,SA1,NE-RCM dike swarm,HT,Equatorial,12.7450980392157,,,12.7450980392157,,3.48,,-4621.91067367789,,,,
-7.97842,-41.68187,DPI19,51.3,13.2,14,0.2,3.98,7.22,2.66,2.1,3.36,0.69,0.98,299,6,33.8,13.8,82.8,1.5,89,39.8,596.4,0.2,-885.111235360273,323.8,28.4,611,7.8,1.7,4.7,1,45.2,97.6,12.69,53.7,11.25,3.47,10.79,1.53,7.78,1.52,4.05,0.54,3.3,0.45,SA1,NE-RCM dike swarm,HT,Equatorial,13.6969696969697,,,13.6969696969697,,3.36,,-4640.00454371143,,,,
-7.96003,-41.66133,DPI20,53.3,13.1,13.3,0.18,3.25,5.94,2.87,2.49,2.7,0.86,1.54,195,1,26.6,4.9,45.6,2.3,112,58,520.6,0.9,-883.057680894905,405.7,33.8,702,9.9,1.9,5.9,1.4,56.1,121.9,15.57,66.8,13.55,3.97,12.87,1.83,9.81,1.83,4.97,0.67,3.92,0.58,SA2,NE-RCM dike swarm,HT,Equatorial,14.3112244897959,,,14.3112244897959,,2.7,,-4637.71804137053,,,,
-7.94737,-41.64571,DPI21,51.1,13.3,13.8,0.19,3.75,7.31,2.55,2.15,3.33,0.69,1.28,291,8,34.7,16.2,86.6,2.2,103,36.9,599,0.2,-881.644032099695,323.3,27.8,605,7.9,1.7,4.5,1,44.7,98.4,12.57,53.7,10.98,3.38,10.58,1.52,8.07,1.56,4.03,0.55,3.31,0.48,SA1,NE-RCM dike swarm,HT,Equatorial,13.5045317220544,,,13.5045317220544,,3.33,,-4635.97923092434,,,,
-7.90441,-41.60732,DPI22,51.7,12.9,13.9,0.19,3.95,7.16,2.57,2.09,3.22,0.69,1.33,291,10,34.1,15.4,77,2.8,99,34.1,592.1,0.1,-876.847334737754,325.9,28,699,8.1,1.9,4.8,1.1,45.7,98.5,12.44,55.1,11.39,3.39,10.75,1.55,8.32,1.58,4.08,0.56,3.4,0.5,SA1,NE-RCM dike swarm,HT,Equatorial,13.4411764705882,,,13.4411764705882,,3.22,,-4631.70567567279,,,,
-8.23829,-41.65013,DPI23,50.6,13.1,14.9,0.19,4.19,7.66,2.7,1.66,3.66,0.45,0.83,423,17,40.4,18.6,191.2,1.8,94,35.6,518.2,0.5,-914.140225619418,288.4,24.2,484,7.1,1.5,4.1,0.9,36,78.8,10.05,43.8,9.51,2.95,9.18,1.37,7.09,1.48,4.05,0.54,3.21,0.47,SA1,NE-RCM dike swarm,HT,Equatorial,11.214953271028,,,11.214953271028,,3.66,,-4636.47126307365,,,,
-8.482808,-41.869297,DPI24,50.7,12.4,15.1,0.18,4.05,7.52,2.66,1.85,3.5,0.47,0.79,,,,,,,,,,,-941.471937982942,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,3.5,,-4660.86882191234,,,,
-8.52262,-41.92767,DPI26,50.6,12.5,15.3,0.18,4.66,6.4,3.09,1.79,3.5,0.55,0.92,,,,,,,,,,,-945.923695380424,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,3.5,,-4667.36687454841,,,,
-8.5412,-41.94334,DPI27,53.2,12.9,13.9,0.18,3.36,6.94,3.11,2.31,2.89,0.54,1.12,,,,,,,,,,,-948.001462035693,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,2.89,,-4669.11125096914,,,,
-8.59807,-41.98481,DPI29,51.1,12.6,15.1,0.18,3.99,6.89,2.87,1.75,3.45,0.49,0.83,,,,,,,,45,459,,-954.361765911802,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,3.45,,-4673.72767025234,,,,
-7.74644,-41.35675,DPI35,52.9,13.2,13.5,0.16,3.46,6.49,2.65,2.32,2.9,0.76,0.97,,,,,,,,,,,-859.213528071999,,,,,,,,,,,,,,,,,,,,,,SA2,NE-RCM dike swarm,HT,Equatorial,,,,,,2.9,,-4603.81235086472,,,,
-7.32238,-40.62927,DPI41,51.2,12.7,14.8,0.18,4.07,7.34,2.76,1.77,3.35,0.48,0.92,,,,,,,,,,,-811.909481694034,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,3.35,,-4522.82964770243,,,,
-7.4725,-40.81387,DPI51,50.5,13.1,14.5,0.18,4.03,8.03,2.66,1.55,3.39,0.44,0.68,,,,,,,,,,,-828.650072570785,,,,,,,,,,,,,,,,,,,,,,SA1,NE-RCM dike swarm,HT,Equatorial,,,,,,3.39,,-4543.37922570287,,,,
-5.2273151,-43.4506891,BP-186,52.2,12.8,13.8,0.2,3.65,7.27,2.94,1.99,3.23,0.73,0.53,154,,17.2,3.3,,1.4,,45.9,685.9,0.9,-578.820850318943,349.7,29.3,641,9.1,2,4.7,1.1,49.5,103.1,13.25,58.2,12.39,3.74,11.68,1.67,9.22,1.67,4.36,0.61,3.73,0.57,SA2,Sardinha sills,HT,Equatorial,13.2707774798928,,,13.2707774798928,,3.23,,-4836.90858522884,,,,
-5.53626,-42.641923,BP-188A,51.9,12.9,13.8,0.21,3.51,6.34,3.57,2.45,3.15,0.72,0.79,198,,17.7,10.1,,6.6,,56.8,605.4,0.6,-613.135528452414,353.7,27.8,662,8.6,2,4.9,1,48.8,107.2,13.62,59,12.54,3.63,11.8,1.67,9.24,1.64,4.63,0.6,4.04,0.54,SA2,Sardinha sills,HT,Equatorial,12.0792079207921,,,12.0792079207921,,3.15,,-4746.87715480598,,,,
-5.5362596,-42.6419227,BP-188B,53.7,12.8,13.2,0.2,2.92,6.29,3.15,2.4,2.75,0.86,1.12,132,,16.2,3.7,,2.2,,54,662.8,1.3,-613.135484012651,411.7,34.9,748,10.6,2.2,6,1.4,54.6,126.3,15.59,67.3,14.42,4.28,12.92,1.86,10.64,1.85,4.93,0.65,4.07,0.57,SA2,Sardinha sills,HT,Equatorial,13.4152334152334,,,13.4152334152334,,2.75,,-4746.87712141013,,,,
-7.0332692,-41.5752918,BP-190,51,12.9,14,0.19,3.86,7.25,3.37,1.99,3.42,0.68,0.65,178,,17.3,12.5,,3.9,,43.5,603.8,0.5,-779.68535124969,341.6,29,663,8.6,1.9,4.7,1.1,47.9,108.5,13.64,58.6,12.16,3.64,11.29,1.63,9.2,1.63,4.34,0.58,3.47,0.52,SA1,Sardinha sills,HT,Equatorial,13.8040345821326,,,13.8040345821326,,3.42,,-4628.14031275776,,,,
-7.0269481,-41.5579169,BP-270,52.3,12.5,14.2,0.19,3.55,7.13,2.86,2.09,3.34,0.76,0.74,251,,29.3,8.3,78.9,1.5,,42.3,541.5,0.6,-778.981035029038,333.5,28.6,545,8.6,1.7,4.5,1,45.9,97.8,12.72,56.5,11.6,3.44,10.49,1.53,8.46,1.58,4.18,0.57,3.31,0.48,SA1,Sardinha sills,HT,Equatorial,13.8670694864048,,,13.8670694864048,,3.34,,-4626.20614773718,,,,
-7.237408,-41.7821942,BP-271,50.5,15,12.7,0.16,3.86,8.53,3.26,1.47,3.55,0.47,0.46,332,,31,17.9,139.4,1.3,,27.6,635.4,0.5,-802.436390485757,211,19.1,476,5.2,1.2,2.9,0.6,28.7,60.9,7.84,35.7,7.41,2.33,6.82,1,5.47,1.02,2.75,0.36,2.15,0.32,SA1,Sardinha sills,HT,Equatorial,13.3488372093023,,,13.3488372093023,,3.55,,-4651.17258256967,,,,
-7.2438916,-41.7975615,BP-272,49.1,13.3,14.6,0.18,5.01,8.73,2.63,1.45,4.1,0.47,0.28,402,,39.5,41.6,140.5,1.2,,28.5,571.7,0.4,-803.159149729114,212.3,19.5,410,5.5,1.2,2.6,0.6,28.2,62.6,8.06,35.7,7.47,2.32,7.04,1.04,5.59,1.02,2.73,0.37,2.28,0.33,SA1,Sardinha sills,HT,Equatorial,12.3684210526316,,,12.3684210526316,,4.1,,-4652.88326258054,,,,
-7.0531,-41.554,23.01,53,12.9,14.2,0.2,3.43,6.76,3.44,2.1,3.21,0.77,0.51,232,,27.4,3.2,,2.9,,41.2,536.3,0.5,-781.895022481263,334.5,28.5,573,8.5,1.8,4.5,0.9,46.1,103.4,13.52,58.5,12.52,3.67,11.34,1.66,9.1,1.72,4.58,0.6,3.73,0.52,SA1,Sardinha sills,HT,Equatorial,12.3592493297587,,,12.3592493297587,,3.21,,-4625.77012042369,,,,
-5.9614824,-42.512362,BP-252,49.8,12.3,14.1,0.18,5.74,9.09,2.49,1.38,3.36,0.47,0.27,367,,41.2,44.9,100,1.3,71,28.3,564.5,0.5,-660.395150025696,214.4,19.2,399,5.3,1.3,2.8,0.6,29.5,63,8.17,35.8,7.66,2.42,7.03,1.07,5.86,1.07,2.87,0.38,2.32,0.34,SA1,Sardinha sills,HT,Equatorial,12.7155172413793,,,12.7155172413793,,3.36,,-4732.45449025931,,,,
-6.1050308,-42.2014353,BP-254,51.4,11.7,14.6,0.2,4.91,7.5,3.25,2.01,3.23,0.64,0.31,311,,38,25.9,91.4,4,93,46.9,507.6,0.7,-676.357503231758,284.2,23.9,525,6.9,1.4,3.9,1,39,84.1,10.94,46.2,10.19,3.03,9.23,1.37,7.68,1.43,3.79,0.5,3.01,0.43,SA1,Sardinha sills,HT,Equatorial,12.9568106312292,,,12.9568106312292,,3.23,,-4697.84228834128,,,,
-6.1196681,-42.1634903,BP-263,52.5,12.7,13.7,0.2,3.6,7.16,2.9,1.98,3.24,0.76,1.23,241,,29.7,9.3,67,2.1,99,41.9,523.3,1,-677.985389440922,329.6,26.7,564,8.2,1.7,4.8,1.2,45.5,98.9,12.44,53.2,11.08,3.44,10.27,1.53,7.8,1.56,4.11,0.54,3.38,0.48,SA1,Sardinha sills,HT,Equatorial,13.4615384615385,,,13.4615384615385,,3.24,,-4693.61827026313,,,,
